title,genre,tags,platforms,description,metacritic,released
Anime vs Virus,"Indie, Adventure, Action","Singleplayer, Steam Achievements, Partial Controller Support, Violent, Anime, Memes, Sexual Content",PC,anime-vs-virus,,2020-05-07
Anime Clicker (itch),,"Anime, Clicker",PC,anime-clicker,,2021-05-29
Anime Jigsaw (itch),Puzzle,"2D, jigsaw","PC, Linux",anime-jigsaw,,2020-03-27
Octopus Locker: Tentacle Anime,"Action, Puzzle","Space, character, fun",iOS,octopus-locker-tentacle-anime,,2021-06-01
Super Army of Tentacles 3: The Search for Army of Tentacles 2,"Indie, Adventure, RPG","Singleplayer, Steam Achievements, steam-trading-cards, RPG, Sci-fi, Horror, Funny, Female Protagonist, Character Customization, Post-apocalyptic, Captions available, Colorful, Dark Humor, Illuminati, Demons, Minimalist, Lovecraftian, Silent Protagonist, Nonlinear, Conversation, Werewolves","PC, macOS, Linux",super-army-of-tentacles-3-the-search-for-army-of-t,,2017-05-30
Lovecraft Locker: Tentacle Lust,"Strategy, Indie","Nudity, NSFW, adult, Erotic","PC, iOS, Android, macOS, Linux",lovecraft-locker,,2022-06-28
Day of the Tentacle Remastered,"Family, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, 2D, Funny, Classic, Comedy, Point & Click, overlay, Remake, 1990's, Commentary available, Cartoony, Time Travel, cloud saves","PC, PlayStation 4, Xbox One, iOS, macOS, Linux, PS Vita",day-of-the-tentacle-remastered,86.0,2016-03-21
Maniac Mansion: Day of the Tentacle,"Adventure, Puzzle","Point & Click, Single player only","PC, macOS",maniac-mansion-day-of-the-tentacle,93.0,1993-06-25
Tentacle Locker,"Indie, Arcade","Space, girl","PC, iOS, PlayStation 3",tentacle-locker,,2018-08-08
Shooters,,"gun, simple",Android,shooters,,2021-12-28
Everyday Shooter,"Casual, Indie, Shooter, Arcade","Singleplayer, Great Soundtrack, Partial Controller Support, Music, Shoot 'Em Up, Twin Stick Shooter","PC, PlayStation 3, PSP",everyday-shooter,77.0,2007-10-11
Alien Shooter,"Indie, Action, RPG","Singleplayer, Atmospheric, RPG, Sci-fi, Gore, Classic, Isometric, Aliens, Top-Down, Top-Down Shooter","PC, PlayStation 4, Android, PlayStation 3, PS Vita",alien-shooter,,2003-09-14
Alien Shooter: Vengeance,Arcade,,PC,alien-shooter-vengeance,67.0,2006-09-08
Alien Shooter: Revisited,"Indie, Action, RPG","Singleplayer, RPG, Isometric",PC,alien-shooter-revisited,,2009-04-15
Blaster Shooter GunGuy!,"Shooter, Adventure, Action, Platformer, Indie","Singleplayer, steam-trading-cards, 2D, Partial Controller Support, Difficult, Action-Adventure",PC,blaster-shooter-gunguy,,2015-08-10
Alien Shooter 2: Conscription,"Indie, Arcade, Action, RPG","Singleplayer, RPG, Top-Down Shooter",PC,alien-shooter-2-conscription,,2010-07-03
Shooter's Island,"Casual, Indie, Action","Singleplayer, Atmospheric, First-Person, Partial Controller Support, FPS, Exploration, Tactical, Early Access, Family Friendly, VR, Colorful, combat, Relaxing, PvE, nature, Sniper, Tutorial, Asymmetric VR",PC,shooters-island,,
Alien Shooter 2: Reloaded,"Indie, Action, RPG","Singleplayer, Multiplayer, RPG, Gore, Isometric, Aliens, Top-Down, Top-Down Shooter",PC,alien-shooter-2-reloaded,,2006-09-06
Assassin's Creed Unity,Action,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, RPG, Co-op, Story Rich, Open World, cooperative, Third Person, Partial Controller Support, Online Co-Op, Sandbox, Stealth, Action RPG, Tactical, Historical, Parkour, Assassin","PC, Xbox One, PlayStation 4",assassins-creed-unity-2,71.0,2014-11-11
Anima: Gate of Memories - The Nameless Chronicles,"Adventure, Action, RPG","Singleplayer, Steam Achievements, Steam Cloud, RPG, Partial Controller Support, stats, Anime, role-playing, Hack and Slash","PC, Xbox One, PlayStation 4, Nintendo Switch",anima-gate-of-memories-the-nameless-chronicles,71.0,2018-06-19
VIOLET: Space Mission,"Indie, Action, Simulation",Singleplayer,"PC, macOS",violet-space-mission,,2016-01-20
Violett,"Adventure, Puzzle",puzzles,"PC, PlayStation 4, Nintendo Switch, iOS, Android, macOS",violett,,2013-12-13
In Celebration of Violence,"Indie, Adventure, Action, RPG","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, RPG, 2D, Partial Controller Support, Horror, Fantasy, Gore, Difficult, Steam Leaderboards, Violent, Action-Adventure, Pixel Graphics, Early Access, Hack and Slash, Roguelike, Top-Down, Roguelite, Dungeon Crawler, Procedural Generation, Perma Death","PC, Xbox One, PlayStation 4, macOS, Linux",in-celebration-of-violence,,2016-08-12
Silent Storm,Strategy,,PC,silent-storm,,2003-08-22
Silent Hill,Action,"Singleplayer, Great Soundtrack, Horror, exclusive, Survival Horror, fixed camera, tank controls",PlayStation,silent-hill,86.0,1999-01-31
Silent Hill: Shattered Memories,"Adventure, Action","Horror, Survival","PlayStation 2, PSP, Wii",silent-hill-shattered-memories,78.0,2009-12-08
Sexy Anime Puzzle Game - A Hentai Girl Puzzle Adventure,"Casual, Indie","Singleplayer, Steam Achievements, 2D, Female Protagonist, Anime, Nudity, Cute, Mature, Sexual Content, Relaxing, Romance, Minimalist, NSFW, hentai, Artificial Intelligence",PC,sexy-anime-puzzle-game-a-hentai-girl-puzzle-advent,,2023-07-21
Lula: The Sexy Empire,Strategy,Singleplayer,PC,lula-the-sexy-empire,,1997-12-31
Sexy Airlines,Casual,"Singleplayer, Free to Play, Nudity, In-App Purchases, Sexual Content, Romance, Dating Sim, idler",PC,sexy-airlines,,2021-12-20
Hentai,"Casual, Indie, Adventure, Action","Singleplayer, Steam Achievements",PC,hentai,,2017-09-25
Play with Gwen,Adventure,"2D, NSFW, adult, sex, porn, teen, ben10, loli, rule34",Android,play-with-gwen-by-rnot2000,,2019-11-03
Play Something Different Vol. 1,,,Xbox One,play-something-different-vol-1,,
Intelligence: Anime girls,"Casual, Indie","Singleplayer, Steam Achievements",PC,intelligence-anime-girls,,2018-06-02
AION Free-to-Play,Massively Multiplayer,"Multiplayer, RPG, Open World, cooperative, Fantasy, Free to Play, Online multiplayer, PvP, Anime, Character Customization, Magic, mmo, MMORPG, PvE",PC,aion-free-to-play,,2015-12-16
Elsword Free-to-Play,"Casual, Massively Multiplayer, Adventure, Action","Multiplayer, steam-trading-cards, Free to Play, Online multiplayer, Anime, In-App Purchases, mmo, MMORPG",PC,elsword-free-to-play,,2018-06-14
Emily Wants To Play,"Adventure, Action, Puzzle, Casual, Strategy, Simulation, Indie","Singleplayer, Multiplayer, Full controller support, cooperative, First-Person, Horror, Funny, Difficult, Female Protagonist, Free to Play, Survival Horror, Memes, VR, Walking Simulator","PC, Xbox One, PlayStation 4, iOS, macOS",emily-wants-to-play,,2015-12-10
Perfect Universe - Play with Gravity,"Indie, Action","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Leaderboards, Split Screen, Local Co-Op, Local Multiplayer, Physics, 4 Player Local",PC,perfect-universe-play-with-gravity,,2016-02-26
Chick-a-Dees,"Casual, Arcade, Action","Cute, Endless, love, birds, brain, fun, reaction",iOS,chick-a-dees,,2013-11-15
Click the chick (itch),,"2D, Short, Clicker, scratch, idle","PC, Android, macOS, Linux, Web",click-the-chick,,2021-09-18
We Were Here Expeditions: The FriendShip,"Casual, Indie, Adventure","Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, Co-op, Story Rich, cooperative, First-Person, Partial Controller Support, Online Co-Op, Controller, Cross-Platform Multiplayer, Cute, Mystery, 3D, Team-Based, Multiple Endings, Linear, Drama, Emotional, Asynchronous Multiplayer","PC, PlayStation 5",we-were-here-expeditions-the-friendship,,2023-09-14
Fat Princess,"Strategy, Arcade","Multiplayer, Story, online, battle, character, party, work, Classes, deathmatch, princess",PlayStation 3,fat-princess,79.0,2009-07-30
Chick-a-Bomb,Puzzle,"2D, Isometric, Voxel, 3D, Chicken, fusion, bomb, clickteam",PC,chick-a-bomb,,2016-06-16
Need for Speed: Most Wanted - A Criterion Game,"Racing, Arcade","Singleplayer, Multiplayer, Open World, First-Person, Third Person, PvP, Competitive, Online PvP, Steam Trading Cards, Driving, Vehicular Combat, Automobile Sim, street racing","PC, iOS, Android, Xbox 360, PlayStation 3, PS Vita, Wii U",need-for-speed-most-wanted-a-criterion-game,82.0,2012-10-30
Cognition: An Erica Reed Thriller,"Indie, Adventure","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Story Rich, Female Protagonist, Point & Click, Captions available, Mystery, Detective, Kickstarter, Episodic","PC, macOS",cognition-an-erica-reed-thriller,,2013-01-30
Darkest Hour: A Hearts of Iron Game,Strategy,"Singleplayer, Multiplayer, Moddable, War, Historical, RTS, Military, World War II, Grand Strategy, Cold War, Wargame, World War I",PC,darkest-hour-a-hearts-of-iron-game,81.0,2011-04-05
Feed and Grow: Fish,"Indie, Action, Simulation","Singleplayer, Steam Achievements, Multiplayer, Co-op, Open World, cooperative, Survival, Early Access, Underwater, Fishing",PC,feed-and-grow-fish,,2016-01-08
Need for Speed,"Racing, Arcade","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, Open World, cooperative, First-Person, Third Person, Online Co-Op, PvP, Online PvP, Top-Down, Steam Trading Cards, Driving, Destruction, Movie, street racing","PC, Xbox One, PlayStation 4",need-for-speed,66.0,2015-11-03
Need for Speed: Shift,Racing,"Singleplayer, Multiplayer, Driving","PC, Android, Xbox 360, PlayStation 3, PSP",need-for-speed-shift-2,83.0,2009-09-15
Eternal Hour: Golden Hour,"Casual, Indie, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Story Rich, 2D, Horror, Free to Play, Anime, Cute, Short, Mature, Visual Novel, Drama, Kickstarter, Romance","PC, macOS, Linux",eternal-hour-golden-hour,,2017-11-27
Miney Company: A Data Racket,"Action, Casual, Simulation, Sports, Indie","Singleplayer, Early Access, VR",PC,miney-company-a-data-racket,,2018-02-22
Need for Speed World,"Racing, Arcade, Massively Multiplayer",,PC,need-for-speed-world,62.0,2010-07-27
Hero's Hour,"Indie, Strategy, Adventure, RPG","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, RPG, Co-op, 2D, Fantasy, Exploration, Split Screen, Local Co-Op, Pixel Graphics, Tactical, stats, PvP, role-playing, Includes level editor, Turn-Based, Turn-Based Strategy, battle, Procedural Generation, Turn-Based Tactics, Grand Strategy, 4X, Level Editor, Remote Play Together, Shared/Split Screen Co-op, fight, explore, Strategy RPG, hero, Shared/Split Screen PvP, build, unique, Classes, army, Auto Battler, spells, town",PC,heros-hour,,2022-03-01
